time,isp,idlePing,download,downloadPing,upload,uploadPing,packetLoss
2025-01-16T13:42:26-06:00[America/Chicago],T-Mobile USA,50,127,86,7,562,0
2025-01-16T13:47:48-06:00[America/Chicago],T-Mobile USA,49,276,724,7,1984,2
2025-01-16T13:53:24-06:00[America/Chicago],T-Mobile USA,50,131,79,6,886,0
2025-01-16T13:58:58-06:00[America/Chicago],T-Mobile USA,47,317,735,13,1174,0
2025-01-16T14:04:30-06:00[America/Chicago],T-Mobile USA,48,288,738,10,1237,0
2025-01-16T14:10:05-06:00[America/Chicago],T-Mobile USA,58,123,107,9,1179,0
2025-01-16T14:20:57-06:00[America/Chicago],T-Mobile USA,82,332,838,15,876,0
2025-01-16T14:26:30-06:00[America/Chicago],T-Mobile USA,47,314,350,10,1474,0
2025-01-16T14:32:00-06:00[America/Chicago],T-Mobile USA,52,280,569,8,1350,0
2025-01-16T14:37:27-06:00[America/Chicago],T-Mobile USA,43,289,606,4,1015,0
2025-01-16T14:43:01-06:00[America/Chicago],T-Mobile USA,60,187,166,9,725,0
2025-01-16T14:48:33-06:00[America/Chicago],T-Mobile USA,40,276,911,8,1375,2
2025-01-16T14:54:06-06:00[America/Chicago],T-Mobile USA,55,232,248,8,823,0
2025-01-16T15:04:57-06:00[America/Chicago],T-Mobile USA,49,352,729,9,913,0
2025-01-16T15:10:31-06:00[America/Chicago],T-Mobile USA,46,271,413,9,1159,1
2025-01-16T15:16:05-06:00[America/Chicago],T-Mobile USA,54,142,193,11,1048,0
2025-01-16T15:21:39-06:00[America/Chicago],T-Mobile USA,42,103,95,6,1135,0
2025-01-16T15:27:12-06:00[America/Chicago],T-Mobile USA,64,182,234,9,1302,0
2025-01-16T15:32:47-06:00[America/Chicago],T-Mobile USA,51,104,73,10,1224,0
2025-01-16T15:38:22-06:00[America/Chicago],T-Mobile USA,47,119,75,9,595,0
2025-01-16T15:43:57-06:00[America/Chicago],T-Mobile USA,45,122,73,9,306,0
2025-01-16T15:49:26-06:00[America/Chicago],T-Mobile USA,45,325,391,7,702,0
2025-01-16T15:55:00-06:00[America/Chicago],T-Mobile USA,40,113,76,9,1552,0
2025-01-16T16:00:41-06:00[America/Chicago],T-Mobile USA,44,122,78,8,1084,0
2025-01-16T16:11:35-06:00[America/Chicago],T-Mobile USA,56,307,467,10,1228,0
2025-01-16T16:17:05-06:00[America/Chicago],T-Mobile USA,57,207,290,8,562,0
2025-01-16T16:22:40-06:00[America/Chicago],T-Mobile USA,41,129,96,8,1131,0
2025-01-16T16:28:14-06:00[America/Chicago],T-Mobile USA,40,121,79,11,1237,0
2025-01-16T16:33:41-06:00[America/Chicago],T-Mobile USA,47,122,94,8,287,0
2025-01-16T16:39:16-06:00[America/Chicago],T-Mobile USA,39,109,71,10,1861,0
2025-01-16T16:44:49-06:00[America/Chicago],T-Mobile USA,45,271,537,10,932,0
2025-01-16T16:50:21-06:00[America/Chicago],T-Mobile USA,40,291,358,9,688,0
2025-01-16T16:55:51-06:00[America/Chicago],T-Mobile USA,44,273,529,9,1038,0
2025-01-16T17:01:24-06:00[America/Chicago],T-Mobile USA,47,261,399,8,1072,0
2025-01-16T17:06:55-06:00[America/Chicago],T-Mobile USA,46,300,297,9,1234,0
2025-01-16T17:12:29-06:00[America/Chicago],T-Mobile USA,43,115,83,10,614,0
2025-01-16T17:18:02-06:00[America/Chicago],T-Mobile USA,42,118,71,9,1007,1
2025-01-16T17:23:30-06:00[America/Chicago],T-Mobile USA,49,282,263,8,1208,0
2025-01-16T17:34:17-06:00[America/Chicago],T-Mobile USA,47,122,79,4,431,0
2025-01-16T17:39:51-06:00[America/Chicago],T-Mobile USA,43,123,75,9,522,0
2025-01-16T17:50:25-06:00[America/Chicago],T-Mobile USA,46,107,77,11,849,0
2025-01-16T17:55:48-06:00[America/Chicago],T-Mobile USA,52,155,124,11,602,NaN
2025-01-16T18:06:53-06:00[America/Chicago],T-Mobile USA,48,93,87,11,878,0
2025-01-16T18:12:26-06:00[America/Chicago],T-Mobile USA,51,229,195,9,1048,0
2025-01-16T18:17:59-06:00[America/Chicago],T-Mobile USA,46,104,73,6,1228,0
2025-01-16T18:23:33-06:00[America/Chicago],T-Mobile USA,41,125,71,7,1344,0
2025-01-16T18:29:06-06:00[America/Chicago],T-Mobile USA,42,105,78,7,810,0
2025-01-16T18:34:41-06:00[America/Chicago],T-Mobile USA,40,125,75,2,3036,0
2025-01-16T18:40:14-06:00[America/Chicago],T-Mobile USA,45,116,68,8,1227,0
2025-01-16T18:45:48-06:00[America/Chicago],T-Mobile USA,47,88,81,10,1031,0
2025-01-16T18:51:22-06:00[America/Chicago],T-Mobile USA,48,139,80,9,1179,0
2025-01-16T18:56:56-06:00[America/Chicago],T-Mobile USA,49,115,66,8,1305,0
2025-01-16T19:02:30-06:00[America/Chicago],T-Mobile USA,41,104,69,8,649,0
2025-01-16T19:08:04-06:00[America/Chicago],T-Mobile USA,45,131,66,9,982,0
2025-01-16T19:13:34-06:00[America/Chicago],T-Mobile USA,58,174,111,11,720,NaN
2025-01-16T19:19:09-06:00[America/Chicago],T-Mobile USA,55,256,226,9,865,0
2025-01-16T19:24:44-06:00[America/Chicago],T-Mobile USA,49,95,72,10,1162,0
2025-01-16T19:30:31-06:00[America/Chicago],T-Mobile USA,594,199,583,5,559,NaN
2025-01-16T19:36:05-06:00[America/Chicago],T-Mobile USA,44,98,104,11,1648,0
2025-01-16T19:41:37-06:00[America/Chicago],T-Mobile USA,53,202,686,11,1128,0
2025-01-16T19:47:11-06:00[America/Chicago],T-Mobile USA,42,97,71,10,360,0
2025-01-16T19:52:42-06:00[America/Chicago],T-Mobile USA,47,222,777,10,613,2
2025-01-16T19:58:16-06:00[America/Chicago],T-Mobile USA,55,109,71,8,1048,0
2025-01-16T20:03:50-06:00[America/Chicago],T-Mobile USA,40,101,70,6,435,0
2025-01-16T20:09:19-06:00[America/Chicago],T-Mobile USA,52,166,368,8,773,0
2025-01-16T20:14:53-06:00[America/Chicago],T-Mobile USA,46,140,87,8,730,0
2025-01-16T20:20:27-06:00[America/Chicago],T-Mobile USA,42,140,99,8,1264,0
2025-01-16T20:26:01-06:00[America/Chicago],T-Mobile USA,57,153,246,11,1182,0
2025-01-16T20:31:37-06:00[America/Chicago],T-Mobile USA,41,108,136,10,904,0
2025-01-16T20:37:11-06:00[America/Chicago],T-Mobile USA,41,91,88,9,1068,0
2025-01-16T20:42:45-06:00[America/Chicago],T-Mobile USA,43,162,110,9,1076,0
2025-01-16T20:48:19-06:00[America/Chicago],T-Mobile USA,43,126,84,9,1130,0
2025-01-16T20:53:50-06:00[America/Chicago],T-Mobile USA,44,164,198,9,956,0
2025-01-16T20:59:24-06:00[America/Chicago],T-Mobile USA,45,139,113,10,389,0
2025-01-16T21:10:11-06:00[America/Chicago],T-Mobile USA,40,139,107,9,466,0
2025-01-16T21:15:45-06:00[America/Chicago],T-Mobile USA,50,101,91,8,653,0
2025-01-16T21:21:18-06:00[America/Chicago],T-Mobile USA,48,120,88,7,586,0
2025-01-16T21:26:51-06:00[America/Chicago],T-Mobile USA,42,187,85,12,1402,0
2025-01-16T21:32:25-06:00[America/Chicago],T-Mobile USA,43,186,96,11,1236,0
2025-01-16T21:37:59-06:00[America/Chicago],T-Mobile USA,50,156,92,10,935,0
2025-01-16T21:43:34-06:00[America/Chicago],T-Mobile USA,49,87,115,10,753,0
2025-01-16T21:49:04-06:00[America/Chicago],T-Mobile USA,48,78,130,9,1356,0
2025-01-16T21:54:39-06:00[America/Chicago],T-Mobile USA,48,95,76,6,1518,0
2025-01-16T22:00:13-06:00[America/Chicago],T-Mobile USA,53,187,209,7,609,0
2025-01-16T22:05:48-06:00[America/Chicago],T-Mobile USA,48,101,73,8,777,0
2025-01-16T22:11:22-06:00[America/Chicago],T-Mobile USA,48,83,84,10,1402,0
2025-01-16T22:16:56-06:00[America/Chicago],T-Mobile USA,54,126,104,10,460,0
2025-01-16T22:22:30-06:00[America/Chicago],T-Mobile USA,45,95,86,9,1125,0
2025-01-16T22:28:01-06:00[America/Chicago],T-Mobile USA,60,180,386,8,1174,0
2025-01-16T22:33:36-06:00[America/Chicago],T-Mobile USA,53,123,77,9,938,0
2025-01-16T22:39:10-06:00[America/Chicago],T-Mobile USA,40,122,70,9,977,0
2025-01-16T22:44:44-06:00[America/Chicago],T-Mobile USA,44,142,81,8,530,0
2025-01-16T22:50:18-06:00[America/Chicago],T-Mobile USA,53,111,84,7,787,0
2025-01-16T22:55:53-06:00[America/Chicago],T-Mobile USA,50,147,87,9,1777,0
2025-01-16T23:01:24-06:00[America/Chicago],T-Mobile USA,46,82,89,9,520,0
2025-01-16T23:06:58-06:00[America/Chicago],T-Mobile USA,51,127,69,10,302,0
2025-01-16T23:12:33-06:00[America/Chicago],T-Mobile USA,61,191,197,9,1153,0
2025-01-16T23:23:27-06:00[America/Chicago],T-Mobile USA,45,163,97,8,564,0
2025-01-16T23:28:59-06:00[America/Chicago],T-Mobile USA,52,226,136,10,1051,0
2025-01-16T23:34:26-06:00[America/Chicago],T-Mobile USA,40,117,70,6,1365,0
2025-01-16T23:39:55-06:00[America/Chicago],T-Mobile USA,43,115,60,9,906,0
2025-01-16T23:45:29-06:00[America/Chicago],T-Mobile USA,60,141,107,9,1170,0
2025-01-16T23:56:11-06:00[America/Chicago],T-Mobile USA,45,152,86,11,965,0
2025-01-17T00:01:44-06:00[America/Chicago],T-Mobile USA,44,126,77,10,841,0
2025-01-17T00:12:45-06:00[America/Chicago],T-Mobile USA,42,354,553,9,993,0
2025-01-17T00:18:17-06:00[America/Chicago],T-Mobile USA,49,363,834,8,975,0
2025-01-17T00:23:50-06:00[America/Chicago],T-Mobile USA,44,115,66,8,907,0
2025-01-17T00:29:25-06:00[America/Chicago],T-Mobile USA,41,309,793,9,1588,0
2025-01-17T00:34:52-06:00[America/Chicago],T-Mobile USA,43,272,878,10,1433,0
2025-01-17T00:40:26-06:00[America/Chicago],T-Mobile USA,42,178,85,9,571,0
2025-01-17T00:46:01-06:00[America/Chicago],T-Mobile USA,42,372,729,9,891,0
2025-01-17T00:51:32-06:00[America/Chicago],T-Mobile USA,40,274,760,10,1450,0
2025-01-17T00:57:06-06:00[America/Chicago],T-Mobile USA,40,384,897,10,745,0
2025-01-17T01:02:40-06:00[America/Chicago],T-Mobile USA,44,403,727,9,681,0
2025-01-17T01:08:14-06:00[America/Chicago],T-Mobile USA,55,166,74,9,790,0
2025-01-17T01:13:47-06:00[America/Chicago],T-Mobile USA,46,105,64,9,772,0
2025-01-17T01:19:21-06:00[America/Chicago],T-Mobile USA,47,112,66,10,303,0
2025-01-17T01:24:53-06:00[America/Chicago],T-Mobile USA,45,368,745,9,835,0
2025-01-17T01:30:26-06:00[America/Chicago],T-Mobile USA,48,380,672,10,900,0
2025-01-17T01:36:00-06:00[America/Chicago],T-Mobile USA,40,155,73,8,879,0
2025-01-17T01:41:36-06:00[America/Chicago],T-Mobile USA,51,125,69,10,801,0
2025-01-17T01:47:11-06:00[America/Chicago],T-Mobile USA,48,380,771,9,1479,0
2025-01-17T01:52:42-06:00[America/Chicago],T-Mobile USA,48,303,862,9,1781,0
2025-01-17T01:58:06-06:00[America/Chicago],T-Mobile USA,44,359,1160,8,226,0
2025-01-17T02:03:41-06:00[America/Chicago],T-Mobile USA,45,401,803,9,641,0
2025-01-17T02:09:16-06:00[America/Chicago],T-Mobile USA,46,154,80,9,1217,0
2025-01-17T02:14:51-06:00[America/Chicago],T-Mobile USA,46,363,887,9,1240,0
2025-01-17T02:20:26-06:00[America/Chicago],T-Mobile USA,48,386,737,9,1316,0
2025-01-17T02:25:59-06:00[America/Chicago],T-Mobile USA,44,126,71,8,2299,0
2025-01-17T02:31:36-06:00[America/Chicago],T-Mobile USA,48,227,95,9,1029,0
2025-01-17T02:37:09-06:00[America/Chicago],T-Mobile USA,56,104,63,5,1985,0
2025-01-17T02:42:43-06:00[America/Chicago],T-Mobile USA,45,140,86,9,562,0
2025-01-17T02:48:19-06:00[America/Chicago],T-Mobile USA,40,111,68,10,735,0
2025-01-17T02:59:24-06:00[America/Chicago],T-Mobile USA,41,200,73,9,656,0
2025-01-17T03:04:58-06:00[America/Chicago],T-Mobile USA,49,106,67,10,958,0
2025-01-17T03:16:03-06:00[America/Chicago],T-Mobile USA,50,147,82,8,1105,0
2025-01-17T03:21:38-06:00[America/Chicago],T-Mobile USA,62,394,354,9,859,0
2025-01-17T03:32:41-06:00[America/Chicago],T-Mobile USA,68,368,343,9,834,NaN
2025-01-17T03:38:15-06:00[America/Chicago],T-Mobile USA,43,115,71,9,712,0
2025-01-17T03:43:49-06:00[America/Chicago],T-Mobile USA,49,132,70,7,574,0
2025-01-17T03:49:23-06:00[America/Chicago],T-Mobile USA,44,161,84,10,754,0
2025-01-17T03:54:58-06:00[America/Chicago],T-Mobile USA,43,112,69,8,1275,0
2025-01-17T04:00:29-06:00[America/Chicago],T-Mobile USA,48,120,71,9,1130,0
2025-01-17T04:06:02-06:00[America/Chicago],T-Mobile USA,49,401,789,8,1591,0
2025-01-17T04:11:37-06:00[America/Chicago],T-Mobile USA,61,100,67,8,865,0
2025-01-17T04:17:11-06:00[America/Chicago],T-Mobile USA,44,174,78,4,1545,0
2025-01-17T04:22:46-06:00[America/Chicago],T-Mobile USA,43,420,665,7,1616,0
2025-01-17T04:28:21-06:00[America/Chicago],T-Mobile USA,50,107,75,9,513,0
2025-01-17T04:33:53-06:00[America/Chicago],T-Mobile USA,51,269,715,9,598,20
2025-01-17T04:39:27-06:00[America/Chicago],T-Mobile USA,48,315,128,9,660,0
2025-01-17T04:44:57-06:00[America/Chicago],T-Mobile USA,60,334,335,8,886,0
2025-01-17T04:55:59-06:00[America/Chicago],T-Mobile USA,40,108,68,10,1205,0
2025-01-17T05:01:32-06:00[America/Chicago],T-Mobile USA,47,318,150,8,1542,0
2025-01-17T05:07:06-06:00[America/Chicago],T-Mobile USA,48,277,115,7,925,0
2025-01-17T05:12:41-06:00[America/Chicago],T-Mobile USA,50,137,75,9,456,0
2025-01-17T05:18:13-06:00[America/Chicago],T-Mobile USA,45,160,69,10,924,0
2025-01-17T05:23:46-06:00[America/Chicago],T-Mobile USA,47,112,66,10,665,0
2025-01-17T05:29:20-06:00[America/Chicago],T-Mobile USA,46,124,71,11,566,0
2025-01-17T05:34:48-06:00[America/Chicago],T-Mobile USA,49,111,65,9,814,0
2025-01-17T05:40:22-06:00[America/Chicago],T-Mobile USA,47,147,76,9,691,0
2025-01-17T05:45:57-06:00[America/Chicago],T-Mobile USA,46,129,72,7,1579,0
2025-01-17T05:51:32-06:00[America/Chicago],T-Mobile USA,40,102,63,9,597,0
2025-01-17T05:57:06-06:00[America/Chicago],T-Mobile USA,46,136,69,6,856,0
2025-01-17T06:02:39-06:00[America/Chicago],T-Mobile USA,64,275,167,8,571,0
2025-01-17T06:08:12-06:00[America/Chicago],T-Mobile USA,63,218,105,9,409,0
2025-01-17T06:43:38-06:00[America/Chicago],T-Mobile USA,43,126,69,10,645,0
2025-01-17T07:44:36-06:00[America/Chicago],T-Mobile USA,46,286,551,10,600,0
2025-01-17T08:15:06-06:00[America/Chicago],T-Mobile USA,45,315,388,10,568,0
2025-01-17T08:45:41-06:00[America/Chicago],T-Mobile USA,41,339,494,10,937,0
2025-01-17T09:16:08-06:00[America/Chicago],T-Mobile USA,72,142,211,7,1085,0
2025-01-17T09:46:39-06:00[America/Chicago],T-Mobile USA,64,206,309,7,818,0
2025-01-17T10:17:12-06:00[America/Chicago],T-Mobile USA,45,347,377,8,1336,0
2025-01-17T10:47:47-06:00[America/Chicago],T-Mobile USA,47,137,68,8,448,0
2025-01-17T11:18:21-06:00[America/Chicago],T-Mobile USA,45,120,67,10,836,0
2025-01-17T12:14:40-06:00[America/Chicago],T-Mobile USA,59,232,195,12,532,NaN
2025-01-17T13:15:44-06:00[America/Chicago],T-Mobile USA,40,356,697,9,1035,0
2025-01-17T13:46:21-06:00[America/Chicago],T-Mobile USA,47,379,552,6,1606,0
2025-01-17T14:47:25-06:00[America/Chicago],T-Mobile USA,57,320,461,8,824,0
2025-01-17T15:17:55-06:00[America/Chicago],T-Mobile USA,44,293,367,4,1097,0
2025-01-17T15:48:29-06:00[America/Chicago],T-Mobile USA,40,124,78,9,1145,0
2025-01-17T16:18:58-06:00[America/Chicago],T-Mobile USA,46,126,71,10,1048,0
2025-01-17T16:49:29-06:00[America/Chicago],T-Mobile USA,47,366,406,9,933,0
2025-01-17T17:20:01-06:00[America/Chicago],T-Mobile USA,46,319,411,9,944,0
2025-01-17T17:50:33-06:00[America/Chicago],T-Mobile USA,40,330,309,12,880,0
2025-01-17T18:20:53-06:00[America/Chicago],T-Mobile USA,48,314,251,8,578,0
2025-01-17T18:51:21-06:00[America/Chicago],T-Mobile USA,40,353,555,13,490,0
2025-01-17T19:21:56-06:00[America/Chicago],T-Mobile USA,50,325,424,11,2389,0
2025-01-17T20:22:41-06:00[America/Chicago],T-Mobile USA,44,292,493,13,590,0
2025-01-17T20:53:10-06:00[America/Chicago],T-Mobile USA,42,297,663,17,328,0
2025-01-17T21:23:44-06:00[America/Chicago],T-Mobile USA,37,260,471,7,536,0
2025-01-17T21:54:16-06:00[America/Chicago],T-Mobile USA,56,212,408,16,315,0
2025-01-17T22:24:51-06:00[America/Chicago],T-Mobile USA,51,287,666,15,496,0
2025-01-17T22:55:20-06:00[America/Chicago],T-Mobile USA,56,160,135,19,625,0
2025-01-17T23:25:44-06:00[America/Chicago],T-Mobile USA,42,269,217,24,332,0
2025-01-17T23:56:12-06:00[America/Chicago],T-Mobile USA,42,253,357,27,594,0
2025-01-18T00:26:45-06:00[America/Chicago],T-Mobile USA,43,302,783,22,324,0
2025-01-18T00:57:18-06:00[America/Chicago],T-Mobile USA,44,107,64,20,435,0
2025-01-18T01:27:53-06:00[America/Chicago],T-Mobile USA,44,366,693,21,134,0
2025-01-18T01:58:25-06:00[America/Chicago],T-Mobile USA,35,357,598,21,734,1
2025-01-18T02:28:57-06:00[America/Chicago],T-Mobile USA,44,406,526,19,320,0
2025-01-18T02:59:29-06:00[America/Chicago],T-Mobile USA,40,419,766,21,389,0
2025-01-18T03:30:04-06:00[America/Chicago],T-Mobile USA,41,159,70,20,284,0
2025-01-18T04:00:35-06:00[America/Chicago],T-Mobile USA,42,447,712,22,356,0
2025-01-18T04:31:03-06:00[America/Chicago],T-Mobile USA,45,438,530,25,250,0
2025-01-18T05:01:38-06:00[America/Chicago],T-Mobile USA,40,448,687,24,242,0
2025-01-18T05:32:05-06:00[America/Chicago],T-Mobile USA,45,429,573,22,283,0
2025-01-18T06:02:35-06:00[America/Chicago],T-Mobile USA,52,272,211,23,279,0
2025-01-18T07:03:08-06:00[America/Chicago],T-Mobile USA,44,365,532,24,200,0
2025-01-18T07:33:35-06:00[America/Chicago],T-Mobile USA,44,304,412,24,263,0
2025-01-18T08:02:11-06:00[America/Chicago],T-Mobile USA,43,367,487,20,311,0
2025-01-18T08:04:05-06:00[America/Chicago],T-Mobile USA,42,361,332,22,307,0
2025-01-18T08:16:02-06:00[America/Chicago],T-Mobile USA,49,331,273,21,300,0
2025-01-18T08:34:39-06:00[America/Chicago],T-Mobile USA,41,304,228,21,420,0
2025-01-18T08:53:47-06:00[America/Chicago],T-Mobile USA,44,352,592,21,305,0
2025-01-18T09:09:21-06:00[America/Chicago],T-Mobile USA,42,337,665,15,704,0
2025-01-18T09:24:56-06:00[America/Chicago],T-Mobile USA,47,347,371,21,316,0
2025-01-18T09:40:29-06:00[America/Chicago],T-Mobile USA,54,226,98,21,295,NaN
2025-01-18T09:56:03-06:00[America/Chicago],T-Mobile USA,45,119,70,21,293,0
2025-01-18T10:11:36-06:00[America/Chicago],T-Mobile USA,42,388,286,19,306,0
2025-01-18T10:27:08-06:00[America/Chicago],T-Mobile USA,44,318,349,20,241,0
2025-01-18T10:42:45-06:00[America/Chicago],T-Mobile USA,44,121,67,7,979,0
2025-01-18T10:58:14-06:00[America/Chicago],T-Mobile USA,43,118,72,21,178,0
2025-01-18T11:13:44-06:00[America/Chicago],T-Mobile USA,42,116,84,22,370,0
2025-01-18T11:29:19-06:00[America/Chicago],T-Mobile USA,44,296,631,19,355,0
2025-01-18T11:44:49-06:00[America/Chicago],T-Mobile USA,39,335,651,16,344,0
2025-01-18T12:00:24-06:00[America/Chicago],T-Mobile USA,45,371,656,19,317,0
2025-01-18T12:15:56-06:00[America/Chicago],T-Mobile USA,50,277,376,29,414,0
2025-01-18T12:31:24-06:00[America/Chicago],T-Mobile USA,50,263,162,16,227,0
2025-01-18T13:08:03-06:00[America/Chicago],T-Mobile USA,42,298,328,15,586,0
2025-01-18T13:23:37-06:00[America/Chicago],T-Mobile USA,44,247,532,16,142,0
2025-01-18T13:39:11-06:00[America/Chicago],T-Mobile USA,43,138,78,22,313,0
2025-01-18T13:54:46-06:00[America/Chicago],T-Mobile USA,40,115,78,19,323,0
2025-01-18T14:10:20-06:00[America/Chicago],T-Mobile USA,40,107,76,20,371,0
2025-01-18T14:25:47-06:00[America/Chicago],T-Mobile USA,40,230,674,21,531,0
2025-01-18T14:41:22-06:00[America/Chicago],T-Mobile USA,44,305,793,19,466,0
2025-01-18T14:56:56-06:00[America/Chicago],T-Mobile USA,45,309,486,16,449,0
2025-01-18T15:12:26-06:00[America/Chicago],T-Mobile USA,50,322,392,16,318,0
2025-01-18T15:28:01-06:00[America/Chicago],T-Mobile USA,50,291,507,20,324,0
2025-01-18T15:43:32-06:00[America/Chicago],T-Mobile USA,60,269,237,16,428,0
2025-01-18T17:23:35-06:00[America/Chicago],T-Mobile USA,47,295,679,16,489,0
2025-01-18T17:39:00-06:00[America/Chicago],T-Mobile USA,49,342,573,22,265,0
2025-01-18T17:54:29-06:00[America/Chicago],T-Mobile USA,43,255,366,21,396,0
2025-01-18T18:10:01-06:00[America/Chicago],T-Mobile USA,55,238,178,15,315,0
2025-01-18T18:25:36-06:00[America/Chicago],T-Mobile USA,46,253,584,18,320,0
2025-01-18T18:41:06-06:00[America/Chicago],T-Mobile USA,61,163,125,19,482,NaN
2025-01-18T18:56:38-06:00[America/Chicago],T-Mobile USA,113,281,597,19,275,0
2025-01-18T19:12:07-06:00[America/Chicago],T-Mobile USA,47,297,399,19,331,0
2025-01-18T19:27:36-06:00[America/Chicago],T-Mobile USA,41,322,580,28,392,0
2025-01-18T19:43:01-06:00[America/Chicago],T-Mobile USA,54,196,191,13,479,0
2025-01-18T19:58:33-06:00[America/Chicago],T-Mobile USA,53,200,150,20,365,0
2025-01-18T20:14:04-06:00[America/Chicago],T-Mobile USA,51,263,494,18,338,0
2025-01-18T20:29:39-06:00[America/Chicago],T-Mobile USA,44,313,646,18,211,0
2025-01-18T20:45:13-06:00[America/Chicago],T-Mobile USA,44,367,582,17,283,0
2025-01-18T21:00:47-06:00[America/Chicago],T-Mobile USA,42,303,343,18,340,0
2025-01-18T21:16:17-06:00[America/Chicago],T-Mobile USA,40,254,746,15,800,0
2025-01-18T21:31:49-06:00[America/Chicago],T-Mobile USA,42,197,712,12,701,0
2025-01-18T21:47:19-06:00[America/Chicago],T-Mobile USA,45,260,504,21,543,0
2025-01-18T22:02:52-06:00[America/Chicago],T-Mobile USA,40,325,540,18,352,0
2025-01-18T22:18:25-06:00[America/Chicago],T-Mobile USA,49,301,335,17,349,0
2025-01-18T22:33:57-06:00[America/Chicago],T-Mobile USA,43,321,443,22,473,0
2025-01-18T22:49:25-06:00[America/Chicago],T-Mobile USA,39,269,606,23,510,0
2025-01-18T23:20:06-06:00[America/Chicago],T-Mobile USA,50,297,625,21,250,0
2025-01-18T23:35:34-06:00[America/Chicago],T-Mobile USA,48,283,181,19,392,0
2025-01-18T23:51:00-06:00[America/Chicago],T-Mobile USA,37,311,493,25,570,0
2025-01-19T00:06:30-06:00[America/Chicago],T-Mobile USA,54,355,539,23,459,0
2025-01-19T00:21:56-06:00[America/Chicago],T-Mobile USA,52,396,829,23,223,0
2025-01-19T00:37:26-06:00[America/Chicago],T-Mobile USA,44,330,797,21,210,0
2025-01-19T01:08:24-06:00[America/Chicago],T-Mobile USA,44,349,623,19,264,0
2025-01-19T01:23:53-06:00[America/Chicago],T-Mobile USA,46,361,521,21,270,0
2025-01-19T01:39:28-06:00[America/Chicago],T-Mobile USA,44,385,647,20,152,0
2025-01-19T01:55:02-06:00[America/Chicago],T-Mobile USA,40,403,437,20,330,0
2025-01-19T02:10:31-06:00[America/Chicago],T-Mobile USA,54,326,400,22,429,0
2025-01-19T02:26:01-06:00[America/Chicago],T-Mobile USA,44,95,168,20,293,0
2025-01-19T02:41:32-06:00[America/Chicago],T-Mobile USA,43,95,189,23,244,0
2025-01-19T02:56:58-06:00[America/Chicago],T-Mobile USA,40,95,159,24,163,0
2025-01-19T03:12:27-06:00[America/Chicago],T-Mobile USA,53,94,162,22,655,0
2025-01-19T03:27:57-06:00[America/Chicago],T-Mobile USA,41,95,174,20,360,0
2025-01-19T03:43:27-06:00[America/Chicago],T-Mobile USA,41,95,148,22,300,0
2025-01-19T03:58:58-06:00[America/Chicago],T-Mobile USA,42,95,173,21,405,0
2025-01-19T04:14:23-06:00[America/Chicago],T-Mobile USA,43,95,161,32,242,0
2025-01-19T04:45:00-06:00[America/Chicago],T-Mobile USA,43,92,145,23,276,0
2025-01-19T05:00:33-06:00[America/Chicago],T-Mobile USA,59,94,190,25,288,0
2025-01-19T05:16:01-06:00[America/Chicago],T-Mobile USA,40,97,399,22,307,0
2025-01-19T05:31:32-06:00[America/Chicago],T-Mobile USA,44,95,158,30,212,0
2025-01-19T05:46:57-06:00[America/Chicago],T-Mobile USA,43,95,150,33,404,0
2025-01-19T06:02:22-06:00[America/Chicago],T-Mobile USA,48,95,213,24,208,0
2025-01-19T06:17:52-06:00[America/Chicago],T-Mobile USA,43,95,179,22,303,0
2025-01-19T06:33:25-06:00[America/Chicago],T-Mobile USA,42,87,238,21,359,0
2025-01-19T06:48:51-06:00[America/Chicago],BTWI LLC.,40,93,166,29,262,0
2025-01-19T07:04:21-06:00[America/Chicago],T-Mobile USA,57,86,232,22,432,0
2025-01-19T07:13:07-06:00[America/Chicago],T-Mobile USA,47,90,385,19,442,0
2025-01-19T07:19:48-06:00[America/Chicago],T-Mobile USA,56,88,249,15,219,0
2025-01-19T07:35:17-06:00[America/Chicago],T-Mobile USA,40,94,183,26,541,0
2025-01-19T07:50:44-06:00[America/Chicago],T-Mobile USA,60,92,279,18,754,0
2025-01-19T08:06:13-06:00[America/Chicago],T-Mobile USA,40,96,279,23,389,0
2025-01-19T08:21:42-06:00[America/Chicago],T-Mobile USA,47,94,212,12,273,0
2025-01-19T08:37:11-06:00[America/Chicago],T-Mobile USA,49,92,356,17,336,0
2025-01-19T08:52:40-06:00[America/Chicago],T-Mobile USA,47,95,204,16,392,0
2025-01-19T09:08:09-06:00[America/Chicago],T-Mobile USA,48,91,167,22,583,0
2025-01-19T09:23:40-06:00[America/Chicago],T-Mobile USA,43,90,219,19,499,0
2025-01-19T09:39:10-06:00[America/Chicago],T-Mobile USA,49,93,232,16,375,0
2025-01-19T09:54:44-06:00[America/Chicago],T-Mobile USA,44,83,230,16,447,0
2025-01-19T10:10:08-06:00[America/Chicago],T-Mobile USA,43,90,166,17,446,0
2025-01-19T10:25:40-06:00[America/Chicago],T-Mobile USA,44,99,210,18,313,0
2025-01-19T10:41:10-06:00[America/Chicago],T-Mobile USA,41,83,154,28,545,0
2025-01-19T10:56:36-06:00[America/Chicago],T-Mobile USA,46,79,155,22,687,0
2025-01-19T11:12:08-06:00[America/Chicago],T-Mobile USA,38,93,142,15,284,0
2025-01-19T11:27:39-06:00[America/Chicago],T-Mobile USA,46,93,159,20,310,0
